date,processed_text,sentiment_score,message_frequency,message_length,average_message_length,word_count
3/26/2010,"daughter reservation kingsway house , 71 eardley court . see anyone know place disaster ? going girlfriend n't hardly money find place cheap worry end . tx rick",-1,4,160.0,40.0,28.0
3/10/2011,"ensure keep getting benefit exclusive price discovery hedging tool , call tradersnews energy sale toll free 1-888-tne-1006 learn subscribe . offer cinergy , aep/northern ecar , entergy/spp , comed/main , tva/serc ercot hourly index , amongst product outlined attachment . tradersnews index available direct feed via website www.tradersnewsenergy.com visit u week energy expo houston , booth # 922 bobette riner director index tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewsenergy.com - sell sheet 3-01 .doc",1,4,584.0,146.0,82.0
9/1/2010,wind long somewhat tragic year 'd like wish best wonderful holiday season hopefully 2002 happier year . best wish charles charles uus commodity trading shell international trading shipping company ltd. shell mex house strand london wc2r 0za tel - 44 . ( 0 ) 20.7546.2381 fax - 44 . ( 0 ) 20.7546.4448 mobile - 44 . ( 0 ) 781.018.2647,1,2,333.0,166.5,61.0
5/31/2010,mgmt- west took $ 15 million schedule c reserve sept. 1 .,0,2,57.0,28.5,12.0
2/10/2011,going 80th ? friday - maybe get together dinner thurs ? -e,0,5,58.0,11.6,12.0
5/25/2010,received executed eei master power purchase sale agreement referenced cps dated follows : intel 8/30/01 davis wire 9/7/01 copy scanned livellink .,1,4,146.0,36.5,22.0
6/26/2010,texas ' first football game weekend ticket . would like leave around 3:00 friday go austin . come back saturday game . let know today still want go . -eric,1,2,155.0,77.5,30.0
8/4/2011,"new ccv , hallisey 's sponsor prime location parade viewing . get early , head island , join neighbor day fun ? sure vote first ! ! mary : , , ! ! ! ! ! ! ! : saturday feb 1 , day long evening : mardi gras parade capped night parade start 6:30 : 45th seawall , east galveston bank ( corner 45 & seawall ) : .. camper restroom , bring ; .. food beverage b .. lawn chair sit , c .. kid .. friend",1,5,393.0,78.6,89.0
2/3/2010,"thanks resume . town last several business day , catching e : mail . david told ran lunch . small world ... thing going ? hope good move . -- sally",1,4,147.0,36.75,31.0
11/16/2011,"yes , season '' amir cyrus ahanchian '' < acahanchian @ zdnetonebox.com > 10/03/2000 12:13:36 pm",1,3,96.0,32.0,16.0
3/28/2010,message intended u employee eligible enron 's domestic health & group benefit plan . please click link detail regarding open enrollment 2001. http : //home.enron.com:84/messaging/2001change.pps,1,4,193.0,48.25,25.0
4/16/2011,"edie , updated eol data texas region . 2000 data 2000 eol trade = 13,500 2000 eol volume = 2.5 tcf 2001 data 2001 plan eol trade = 17,500 2001 plan eol trades/month = 1,460 2001 eol volume = 3 tcf could please update plan number tom ? thanks , eric",1,4,248.0,62.0,51.0
8/17/2011,serious ? talked 5 minute ago hector campos 09/28/2000 01:09 pm,-1,5,63.0,12.6,11.0
5/24/2010,want taylor ?,1,3,13.0,4.333333333333333,3.0
2/12/2011,"mgmt .... checking-out peco last night , told george ( peco ) going away verbal check-outs . peco created web-based system allow counterparties check-out on-line . asked go website register epmi one peco 's counterparties ; give u access online-checkout system . url www.exeloncorp.com ......... go powerteam tie sign ..... let know need go sign-up process one guy want take care ... thanks jp",1,5,393.0,78.6,64.0
5/4/2011,reminder unify gas system unavailable today 6:00 p.m. saturday 8:00 p.m. due server / database maintenance .,0,3,108.0,36.0,17.0
3/24/2010,"hey , resume . thanks shot . ca n't even tell excited . hopefully , fall place soon . bill bradford ( vp ) said would available talk fletch hassle came . thanks , brant",1,2,168.0,84.0,35.0
5/16/2010,home phone # ?,0,8,14.0,1.75,4.0
4/11/2010,look like class begin aug 14 .,1,2,30.0,15.0,7.0
4/23/2010,"rsvp : yes , attend . arrive san antonio time dinner tuesday evening . count golf wednesday - n't think would want play ! breakout session : sap reporting issue analyst/associates program ( glad participate session , need move anyone around ) top 4 objective accounting group : streamline close process ( non-accountant ! ! ) implement data warehouse flexible reporting increase visible participation analyst associate recruiting rotation asssure efficient service coe ( replacement ) , providing timely , creative solution extremely high degree excellence dietary/special need : something chocolate dessert ! ! !",1,3,613.0,204.33333333333334,94.0
2/14/2010,< < cinergyhourlytablenov20.xls > > lisa lawson market editor platts - megawatt daily 713 939-5802 lisa_lawson @ platts.com - cinergyhourlytablenov20.xls,0,5,153.0,30.6,20.0
11/15/2010,net payout $ 224.50 want get check ?,1,2,36.0,18.0,8.0
9/18/2011,"n't sure needed send report since half holiday company , opted . n't send one monday since nerc holiday . hopefully wo n't call give shit . plus didnt price guess much better mine actually happened . thanks chad",1,6,211.0,35.166666666666664,39.0
8/25/2011,"clickathome team pleased announce pilot participant may order internet service msn . msn offer dsl ( broadband ) dial-up ( 56k modem ) nationwide . check availability service address , view price place order , visit clickathome pilot website : http : //clickathomepilot.enron.com/ ( website must launched internet explorer ) . msn 's broadband satellite expected available mid 2001. cutting edge 2-way satellite technology provide broadband service united state ( excluding alaska hawaii ) . problem launching site , please copy paste http : //clickathomepilot.enron.com directly internet explorer . clickathome team !",1,4,618.0,154.5,92.0
7/4/2010,"attached management summary hot list presented monday morning 's staff meeting . please contact questions/comments . thanks , jeff smith x39859",1,2,143.0,71.5,21.0
6/14/2010,", could please confirm receipt . getting undeliverable message . -- -- -",1,1,72.0,72.0,13.0
1/14/2010,"hey dad , mom wrote note impending surgery . skinny ? different skin cancer get removed ? thing otherwise ? love , -e",-1,5,117.0,23.4,23.0
10/30/2010,"playa del carmen , mex .",0,3,24.0,8.0,6.0
11/28/2011,http : //gasmsgboard.corp.enron.com/msgframe.asp,0,4,48.0,12.0,3.0
2/14/2011,"attached accomplishment first half 2000. also ask assistant deliver hard copy wednesday , july 5. let know question need information . thanks .",1,3,143.0,47.666666666666664,23.0
1/9/2011,hi - heading part estate ( hence leaving 6th floor ) . wanted send contact info drift new direction . outside email bobbygerry @ hotmail.com < mailto : bobbygerry @ hotmail.com > drop contact info 'll stay touch . bobby,-1,3,219.0,73.0,40.0
3/12/2010,congratulation latest achievement ! 's great recognized hard work dedication . sincerely rl,1,3,91.0,30.333333333333332,13.0
12/13/2010,"saving plan transition period end early ! working closely hewitt associate get access saving plan account november 20 pleased announce internet site went live 8:00 yesterday morning , november 13. log benefits.enron.com check new website - enjoy new feature . , appreciated patience transition period . enronbenefits . . . keeping pace lifestyle .",1,4,347.0,86.75,54.0
3/22/2010,hey ! ! 's going ? weekend ? busy new company stuff kick ? angie msn photo easiest way share print photo : click,1,6,112.0,18.666666666666668,24.0
11/22/2010,"office vacation week march 12. assistant , patti thompson ( x39106 ) , contact number need reach vacation . key operation contact enron america week march 12 : gas operation jeff gossett x37306 bob hall x36956 power operation stacey white x31870 dpr shona wilson x39123 chris abel x33102 mpr shona wilson x39123",1,6,311.0,51.833333333333336,52.0
1/10/2011,still town - matt thinking going happy hour tomorrow work . let know .,1,3,70.0,23.333333333333332,14.0
10/22/2011,"per request please see following list book administrator 's egm : scott earnest group : john swinney michelle nelson pat stafford mark confer anjali abraham sony wilson todd hall group : tim norton kevin sweeney group : matt brown richard cross sheila glover john weakly matt lippert aneela charania israel estrada joyce kuo dart arnaez patrick frnka need additional information please let know . thank , chantelle",1,2,414.0,207.0,67.0
9/9/2011,got ticket jason bass < jbass @ stdauto.com > 03/30/2001 08:51:12,0,7,65.0,9.285714285714286,11.0
2/8/2011,,0,6,,,
8/11/2011,", vacation early week . could n't get back . let know convenient time , meet explain require . thanks , praveen . : baughman/enron @ enronxgate 07/17/2001 06:54",1,4,160.0,40.0,29.0
5/13/2010,"attached powerpoint updated data . please review make final change . thanks , eric",1,6,82.0,13.666666666666666,14.0
7/3/2010,,0,6,,,
5/16/2011,"[ image ] [ image ] check great rate discover ( r ) . see learn get subscription alumniaccess free . ccgblu00001066 discover back alumniaccess sponsor program ! would like get free alumniaccess membership qualify discover card , click sign alumniaccess subscription registration choose `` get alumniaccess free '' option . would like stop receiving deal week , please change email setting highschoolalumni.com .",1,1,411.0,411.0,64.0
8/20/2010,"jd , follow earlier meeting , attached following document cg & e : - tsa network handbook summarizes requirement - request network transmission service ( network application ) - request designate new network resource ( required ready designate resource ) - oatt tariff attachment includes attachment f , network service agreement attachment g , network operating agreement - cg & e tsa , transmission scheduling agent agreement epmi already network transmission agreement place , cg & e indicated process first fill network application send network service agreement network operating agreement . contact cg & e paul jett ( 513 ) 287-1770 steve averbeck ( 513 ) 287-2876. government affair contact gloria ogenyi x 58202. thanks , jeff",1,4,734.0,183.5,117.0
11/3/2011,"lonestarmusic enews ~ december 2001 [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] [ image ] 12.07.01 [ image ] [ image ] free `` best texas '' music sampler order featuring favorite texas artist : pat green , bleu edmondson , cooder graw , houston marchman , cory morrow , bruce robison , jason boland & straggler , cross canadian ragweed , great divide , kevin fowler , max stalling , tommy alverson , bill pekar , sonny burgess , clay blaker bobby boyd ( supply last )",1,5,564.0,112.8,123.0
4/17/2010,"may aware , enron corp. member official unsecured creditor ' committee appointed pacific gas electric company bankruptcy case . michael tribolet risk assessment control group enron 's designated representative committee assisted lisa mellencamp enron north america corp. legal group . please advised restricted disclosing certain information receive . attached ethical wall procedure regarding confidential information enron may receive member committee . important read procedure promptly , print employee certification attached sign return employee certification compliance department directed .",1,2,597.0,298.5,78.0
11/25/2011,want book ?,1,4,11.0,2.75,3.0
6/24/2010,"thank contacting well fargo . review bill pay inquiry underway contact within 10 business day status claim . thank choosing well fargo online ( r ) bill pay service . sincerely , online customer service 7482-000998-3858",1,2,219.0,109.5,36.0
4/8/2010,wanted let know tne posting hourly index feb. 16 19 daily index feb. 20 21 tuesday . ? ? bobette riner ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? senior power market analyst ? ? ? ? ? ? tradersnews energy 713/647-8690 fax : 713/647-7552 cell : 832/428-7008 bobette.riner @ ipgdirect.com http : //www.tradersnewspower.com ? ?,1,4,343.0,85.75,79.0
6/13/2010,"pleasure meet talk someone know ercot , pjm , etc. ! thanks taking time wednesday thursday visit u . hearing lexi soon regarding super saturday event . `` max sell '' < rudolf @ mail.utexas.edu > 10/10/2000 06:25:47 pm",1,4,218.0,54.5,39.0
3/26/2011,"lisa lawson market editor platts-megawatt daily 713 939-5902lisa_lawson @ platts.com yahoo ! ? yahoo ! geocities - quick easy web site hosting , $ 8.95/month . - cinergyhourlytablenov19.xls",1,2,189.0,94.5,28.0
